"symbol","log2fc","effectsize","pvalue","pvalue_adjust","hgnc_id","hgnc_symbol","entrez_id","gene","signif"
"ERP29",-1.60483246884688,-23.5368249717507,6.97084207993676e-13,1.48874768038851e-11,"HGNC:13799","ERP29",10961,10961,TRUE
"GANAB",-1.58369054456783,-23.4698521002873,7.25518196183973e-13,1.54172616689094e-11,"HGNC:4138","GANAB",23193,23193,TRUE
"SUMO1",-2.26468200454742,-23.3728710911246,7.68909013592356e-13,1.62580264068035e-11,"HGNC:12502","SUMO1",7341,7341,TRUE
"GOLM2",-2.76436117931594,-23.3052709974868,8.00788914127641e-13,1.68482816091212e-11,"HGNC:24892","GOLM2",113201,113201,TRUE
"CTSD",-2.40118083305085,-23.1929607504904,8.56915706853487e-13,1.79403534686075e-11,"HGNC:2529","CTSD",1509,1509,TRUE
"H1-4",-4.45487955338053,-23.1538677470593,8.77425907344001e-13,1.8279706403e-11,"HGNC:4718","H1-4",3008,3008,TRUE
"MESD",-1.63298932583622,-23.1241483516929,8.93368779852844e-13,1.85210600701199e-11,"HGNC:13520","MESD",23184,23184,TRUE
"EIF4A1",-2.02483656473997,-23.0861770114793,9.14189884821469e-13,1.88607136431614e-11,"HGNC:3282","EIF4A1",1973,1973,TRUE
"PRMT1",-1.62912235811593,-22.9842411654101,9.72690330688439e-13,1.9970695195294e-11,"HGNC:5187","PRMT1",3276,3276,TRUE
"H1-5",-4.87043793024182,-22.9627667676314,9.85516798961386e-13,2.01367615172399e-11,"HGNC:4719","H1-5",3009,3009,TRUE
"DNAJC3",-1.97484137441255,-22.8854191099812,1.03323360882688e-12,2.10107312799725e-11,"HGNC:9439","DNAJC3",5611,5611,TRUE
"ERLEC1",-1.46398062148712,-22.7366327517363,1.13210006964476e-12,2.2911549028525e-11,"HGNC:25222","ERLEC1",27248,27248,TRUE
"FARSA",-1.95712971528657,-22.6847795453636,1.16889030843465e-12,2.35439991035415e-11,"HGNC:3592","FARSA",2193,2193,TRUE
"EIF3M",-1.86632253871846,-22.6090038775995,1.22496770233781e-12,2.45571355421494e-11,"HGNC:24460","EIF3M",10480,10480,TRUE
"PGAP1",-1.74663568413601,-22.5366366353914,1.28121090246295e-12,2.55640673026646e-11,"HGNC:25712","PGAP1",80055,80055,TRUE
"CNOT9",-1.3051977547651,-22.4759558385083,1.33049750349032e-12,2.64234317281956e-11,"HGNC:10445","CNOT9",9125,9125,TRUE
"RPL7",-2.7717715991025,-22.4257005573303,1.37284896090891e-12,2.71377120179669e-11,"HGNC:10363","RPL7",6129,6129,TRUE
"HNRNPF",-3.18352647572817,-22.4148912677174,1.38214497419326e-12,2.71949821311173e-11,"HGNC:5039","HNRNPF",3185,3185,TRUE
"RPL6",-2.79619320111987,-22.3858066517486,1.40749312393004e-12,2.75661095700583e-11,"HGNC:10362","RPL6",6128,6128,TRUE
"VTI1B",-1.16829918299763,-22.357460127979,1.43267613322824e-12,2.79306126890827e-11,"HGNC:17793","VTI1B",10490,10490,TRUE
"DDX46",-2.58255326093334,-22.2244283225276,1.55745956357227e-12,3.02246718958089e-11,"HGNC:18681","DDX46",9879,9879,TRUE
"RPS7",-3.44081065916938,-22.1872529089762,1.5943686798631e-12,3.08003040428099e-11,"HGNC:10440","RPS7",6201,6201,TRUE
"EIF3K",-1.9379917231369,-22.1345346965789,1.64831900652713e-12,3.1698442433214e-11,"HGNC:24656","EIF3K",27335,27335,TRUE
"LMAN2L",-1.70864788614856,-22.121376467171,1.66208653007472e-12,3.18192241117909e-11,"HGNC:19263","LMAN2L",81562,81562,TRUE
"MTDH",-3.36132367756548,-22.0618657403698,1.72590427884922e-12,3.28927945520592e-11,"HGNC:29608","MTDH",92140,92140,TRUE
"PDIA3",-1.75626095474552,-21.9524186596322,1.85020398931414e-12,3.50985639363662e-11,"HGNC:4606","PDIA3",2923,2923,TRUE
"SETD3",-1.6298268527578,-21.9394213983633,1.86558817715955e-12,3.50985639363662e-11,"HGNC:20493","SETD3",84193,84193,TRUE
"RPS6",-3.12522919596077,-21.9387237898712,1.86641775285147e-12,3.50985639363662e-11,"HGNC:10429","RPS6",6194,6194,TRUE
"RCN1",-1.5541226171675,-21.9195060892183,1.88942644650314e-12,3.5239678209778e-11,"HGNC:9934","RCN1",5954,5954,TRUE
"PABPC1",-1.66910753440553,-21.918611307284,1.89050508984221e-12,3.5239678209778e-11,"HGNC:8554","PABPC1",26986,26986,TRUE
"NOVA1",-3.25713753686973,-21.7580511576604,2.0951240840994e-12,3.88833072376527e-11,"HGNC:7886","NOVA1",4857,4857,TRUE
"POMGNT2",-1.10668527429512,-21.7433785345916,2.11496846509054e-12,3.90809390288468e-11,"HGNC:25902","POMGNT2",84892,84892,TRUE
"RPL4",-2.89440266720577,-21.7317101568314,2.13089290328743e-12,3.92047395626475e-11,"HGNC:10353","RPL4",6124,6124,TRUE
"VARS1",-2.16968170926107,-21.7156322419001,2.15304530561818e-12,3.94415627106778e-11,"HGNC:12651","VARS1",7407,7407,TRUE
"DAD1",-2.26486848520467,-21.5771517098928,2.35434328420983e-12,4.29440298621965e-11,"HGNC:2664","DAD1",1603,1603,TRUE
"TMED7",-2.60516171628732,-21.5635023314665,2.37524538823797e-12,4.31401405983393e-11,"HGNC:24253","TMED7",51014,51014,TRUE
"LUC7L",-2.32135287632603,-21.5290100358937,2.42895342342803e-12,4.39278810619962e-11,"HGNC:6723","LUC7L",55692,55692,TRUE
"PPIB",-1.82460307315954,-21.4581196480065,2.5434506283042e-12,4.58036659758171e-11,"HGNC:9255","PPIB",5479,5479,TRUE
"NHLRC3",-1.76009632559232,-21.3824930985528,2.67197717363355e-12,4.79152024807704e-11,"HGNC:33751","NHLRC3",387921,387921,TRUE
"USP10",-1.7025518436646,-21.2543600306394,2.90582819961335e-12,5.18654873272387e-11,"HGNC:12608","USP10",9100,9100,TRUE
"U2AF2",-2.79455416906065,-21.2486888259842,2.91667093440237e-12,5.18654873272387e-11,"HGNC:23156","U2AF2",11338,11338,TRUE
"ACP2",-1.52060844446507,-21.2061139945537,2.99946169903488e-12,5.31154675870759e-11,"HGNC:123","ACP2",53,53,TRUE
"MANF",-1.65905435322773,-21.1916704023474,3.02811560465408e-12,5.34003789202484e-11,"HGNC:15461","MANF",7873,7873,TRUE
"NAA15",-1.39925556657037,-21.1790858038202,3.05331980412682e-12,5.36223519319793e-11,"HGNC:30782","NAA15",80155,80155,TRUE
"LMAN1",-2.2075359774761,-21.1486321048467,3.11524324936108e-12,5.44847070361506e-11,"HGNC:6631","LMAN1",3998,3998,TRUE
"DHX30",-1.48728101294376,-21.1188214349939,3.1771591930831e-12,5.52901134149692e-11,"HGNC:16716","DHX30",22907,22907,TRUE
"HDLBP",-1.57912504182539,-21.1139921964439,3.18731242039234e-12,5.52901134149692e-11,"HGNC:4857","HDLBP",3069,3069,TRUE
"SET",-3.63480080410175,-21.073981111615,3.27277804594503e-12,5.65418971352292e-11,"HGNC:10760","SET",6418,6418,TRUE
"RPL17",-3.11014472545043,-21.0611549687198,3.30069050724426e-12,5.67932577157414e-11,"HGNC:10307","RPL17",6139,6139,TRUE
"PELP1",-2.37452541006989,-20.9901387027213,3.4599066399153e-12,5.90546314041769e-11,"HGNC:30134","PELP1",27043,27043,TRUE
"RPL13A",-3.01200606824727,-20.9616989980638,3.52594913464174e-12,5.99411352889096e-11,"HGNC:10304","RPL13A",23521,23521,TRUE
"ERLIN2",-1.18534394751701,-20.9258931167111,3.61101694164353e-12,6.11427171393825e-11,"HGNC:1356","ERLIN2",11160,11160,TRUE
"SRP19",-1.42491639821178,-20.8980407591445,3.67870300582103e-12,6.19665861146319e-11,"HGNC:11300","SRP19",6728,6728,TRUE
"LARS1",-1.54847712286208,-20.8939188651608,3.68883442047103e-12,6.19665861146319e-11,"HGNC:6512","LARS1",51520,51520,TRUE
"AIMP1",-1.6498755591634,-20.8707681623094,3.74629391362816e-12,6.26840517044082e-11,"HGNC:10648","AIMP1",9255,9255,TRUE
"PDIA4",-2.00838898000047,-20.8545680255068,3.78707004610664e-12,6.29427933024202e-11,"HGNC:30167","PDIA4",9601,9601,TRUE
"PTMA",-3.41058995441247,-20.8528675144004,3.79137766715755e-12,6.29427933024202e-11,"HGNC:9623","PTMA",5757,5757,TRUE
"QKI",-2.49177781622663,-20.7797941553428,3.98151426842885e-12,6.55869598481497e-11,"HGNC:21100","QKI",9444,9444,TRUE
"SSRP1",-1.98854522392473,-20.7680279423037,4.01306962553804e-12,6.55982534943718e-11,"HGNC:11327","SSRP1",6749,6749,TRUE
"DNAJB11",-1.36159176179733,-20.7537015427658,4.05185187317832e-12,6.59784308850876e-11,"HGNC:14889","DNAJB11",51726,51726,TRUE
"NUP93",-1.2570490246638,-20.7398501724801,4.08972877327903e-12,6.63410201772361e-11,"HGNC:28958","NUP93",9688,9688,TRUE
"AGA",-1.65651039981721,-20.7283298758366,4.12151919444482e-12,6.66024964881768e-11,"HGNC:318","AGA",175,175,TRUE
"U2AF1L4",-2.41744824827862,-20.672397094627,4.27966048584027e-12,6.88960494879589e-11,"HGNC:23020","U2AF1L4",199746,199746,TRUE
"RPS27L",-2.12522269339435,-20.6202865677255,4.43283222440338e-12,7.09770885609732e-11,"HGNC:18476","RPS27L",51065,51065,TRUE
"APEX1",-3.82139630402006,-20.6146877347324,4.44963403384893e-12,7.09770885609732e-11,"HGNC:587","APEX1",328,328,TRUE
"RPL26",-2.7199149812589,-20.6115661637736,4.45903121077173e-12,7.09770885609732e-11,"HGNC:10327","RPL26",6154,6154,TRUE
"ABHD12",-1.08058357361303,-20.5781389977624,4.56099885285526e-12,7.2060390797899e-11,"HGNC:15868","ABHD12",26090,26090,TRUE
"CHID1",-1.8415254280522,-20.543415715838,4.66956064480317e-12,7.35023434830129e-11,"HGNC:28474","CHID1",66005,66005,TRUE
"RPS15",-2.41160299383572,-20.5135425679235,4.76516645404151e-12,7.4570351451099e-11,"HGNC:10388","RPS15",6209,6209,TRUE
"ERLIN1",-1.13806627548344,-20.5112768196225,4.77250249287034e-12,7.4570351451099e-11,"HGNC:16947","ERLIN1",10613,10613,TRUE
"INTS11",-1.3650129882671,-20.428844489681,5.04777165500527e-12,7.85825257647341e-11,"HGNC:26052","INTS11",54973,54973,TRUE
"DDB1",-1.00826469846308,-20.4138436501181,5.09966217286366e-12,7.91005993966079e-11,"HGNC:2717","DDB1",1642,1642,TRUE
"SND1",-2.60644629488074,-20.3582334575997,5.29705117518164e-12,8.18635181618981e-11,"HGNC:30646","SND1",27044,27044,TRUE
"EIF3E",-2.2570431937279,-20.2271326102141,5.79540089742657e-12,8.92407746886338e-11,"HGNC:3277","EIF3E",3646,3646,TRUE
"RPS9",-3.16770577564201,-20.2173997270527,5.83434271774454e-12,8.95160886296545e-11,"HGNC:10442","RPS9",6203,6203,TRUE
"TMED9",-2.3999401632405,-20.1323596816753,6.1867155150858e-12,9.45810825148009e-11,"HGNC:24878","TMED9",54732,54732,TRUE
"KTN1",-1.26573458837659,-20.078104851833,6.42334585871606e-12,9.77786803444849e-11,"HGNC:6467","KTN1",3895,3895,TRUE
"H4C2",-5.43995685289983,-20.0739436194038,6.44188952857783e-12,9.77786803444849e-11,"HGNC:4789","H4C2",8366,8366,TRUE
"GBA1",-1.22602108210045,-19.9841194451086,6.85642127228437e-12,1.03700321733838e-10,"HGNC:4177","GBA1",2629,2629,TRUE
"HMGN5",-2.85510962174987,-19.8701323304615,7.42389390005874e-12,1.11884925798758e-10,"HGNC:8013","HMGN5",79366,79366,TRUE
"GLB1",-2.31603547195077,-19.8646251436782,7.45255058803515e-12,1.11919929325616e-10,"HGNC:4298","GLB1",2720,2720,TRUE
"M6PR",-1.50957536352077,-19.8224718346101,7.67584485843563e-12,1.14867396649125e-10,"HGNC:6752","M6PR",4074,4074,TRUE
"EDF1",-1.62278710743729,-19.8029854968778,7.78147124931182e-12,1.15831785054529e-10,"HGNC:3164","EDF1",8721,8721,TRUE
"FAU",-3.17778076458213,-19.8005470450987,7.7947977707283e-12,1.15831785054529e-10,"HGNC:3597","FAU",2197,2197,TRUE
"PCDH17",0.893114597219982,19.7800282553121,7.90790571572767e-12,1.17103133421054e-10,"HGNC:14267","PCDH17",27253,27253,TRUE
"NMT1",-1.62822583712215,-19.7274555674479,8.20577761368552e-12,1.21092204368623e-10,"HGNC:7857","NMT1",4836,4836,TRUE
"PABPN1",-2.72055089843405,-19.6900917839612,8.42474490981771e-12,1.23893307497319e-10,"HGNC:8565","PABPN1",8106,8106,TRUE
"EPDR1",-2.13886354675724,-19.6762322577173,8.50754581274138e-12,1.24679550703969e-10,"HGNC:17572","EPDR1",54749,54749,TRUE
"RPL27A",-4.15874418458605,-19.6474917415077,8.68203076120604e-12,1.26799418333765e-10,"HGNC:10329","RPL27A",6157,6157,TRUE
"DPP7",-2.16693149843176,-19.5394794538866,9.37271160104283e-12,1.35952301380314e-10,"HGNC:14892","DPP7",29952,29952,TRUE
"FUCA1",-2.11497767891184,-19.4818617391783,9.76492493869945e-12,1.41159629215893e-10,"HGNC:4006","FUCA1",2517,2517,TRUE
"GALNT17",-1.9153005748477,-19.3713995287423,1.05666882474858e-11,1.52231949328185e-10,"HGNC:16347","GALNT17",64409,64409,TRUE
"RPL19",-2.87649369213381,-19.3449681747162,1.07687668821053e-11,1.54619119084282e-10,"HGNC:10312","RPL19",6143,6143,TRUE
"SELENOF",-1.12449182320328,-19.3094632167525,1.10467317132202e-11,1.5807612720938e-10,"HGNC:17705","SELENOF",9403,9403,TRUE
"SCPEP1",-2.0834958081821,-19.2819205402331,1.12676314738617e-11,1.60696086456081e-10,"HGNC:29507","SCPEP1",59342,59342,TRUE
"EIF4A3",-2.70983140017033,-19.2061723509753,1.18998169114816e-11,1.68666076292865e-10,"HGNC:18683","EIF4A3",9775,9775,TRUE
"NAGA",-2.29241720554738,-19.2054714062719,1.19058406794963e-11,1.68666076292865e-10,"HGNC:7631","NAGA",4668,4668,TRUE
"PREB",-1.60761846280433,-19.1804974959572,1.21225984339727e-11,1.71166256958086e-10,"HGNC:9356","PREB",10113,10113,TRUE
"PIGS",-1.05174630793677,-19.0824660763934,1.3015035647668e-11,1.83158614246984e-10,"HGNC:14937","PIGS",94005,94005,TRUE
"HP1BP3",-3.40727560119018,-19.0687462036321,1.31454248677487e-11,1.84383022072383e-10,"HGNC:24973","HP1BP3",50809,50809,TRUE
"SNRPB2",-1.95145363705355,-19.0372222525934,1.34503283519274e-11,1.88039129920038e-10,"HGNC:11155","SNRPB2",6629,6629,TRUE
"TMEM106B",-1.00921721070847,-19.0325794276846,1.34958681063944e-11,1.88057178531726e-10,"HGNC:22407","TMEM106B",54664,54664,TRUE
"PURA",-1.7879706852696,-18.9632924722133,1.41953831951812e-11,1.96515891138502e-10,"HGNC:9701","PURA",5813,5813,TRUE
"PRKCSH",-1.76359297751624,-18.9050928068185,1.4812867977179e-11,2.03736857291297e-10,"HGNC:9411","PRKCSH",5589,5589,TRUE
"NUDT21",-3.45356072342971,-18.8998165905881,1.487024750132e-11,2.03866296389064e-10,"HGNC:13870","NUDT21",11051,11051,TRUE
"SYNRG",-0.962714012221087,-18.8932834906993,1.49416246150305e-11,2.04186188469067e-10,"HGNC:557","SYNRG",11276,11276,TRUE
"CPD",-1.735459730495,-18.7914804044519,1.61023901231778e-11,2.19343455203544e-10,"HGNC:2301","CPD",1362,1362,TRUE
"TMED2",-2.12917805985546,-18.7517277142075,1.65814510631076e-11,2.25147498460726e-10,"HGNC:16996","TMED2",10959,10959,TRUE
"RPS21",-2.57872500610242,-18.7168009228523,1.70149122179559e-11,2.29727608133297e-10,"HGNC:10409","RPS21",6227,6227,TRUE
"MYDGF",-1.28816707504997,-18.7129015526805,1.70640505926894e-11,2.29727608133297e-10,"HGNC:16948","MYDGF",56005,56005,TRUE
"NUCB2",-1.79655953399701,-18.7115653806252,1.70809233341463e-11,2.29727608133297e-10,"HGNC:8044","NUCB2",4925,4925,TRUE
"EIF4G2",-1.54967771274592,-18.6183899626558,1.83025637402364e-11,2.45381375066261e-10,"HGNC:3297","EIF4G2",1982,1982,TRUE
"HDGFL2",-1.54824560247488,-18.6098417624502,1.84192197586274e-11,2.46168817528825e-10,"HGNC:14680","HDGFL2",84717,84717,TRUE
"PRPF19",-2.38590681663598,-18.5494319945139,1.92665781278587e-11,2.56686385715986e-10,"HGNC:17896","PRPF19",27339,27339,TRUE
"EIF3L",-1.62665272051301,-18.4994406995791,1.99992494957071e-11,2.65615032364859e-10,"HGNC:18138","EIF3L",51386,51386,TRUE
"AIMP2",-1.72954063584589,-18.4838714239668,2.02334588345942e-11,2.67888473666745e-10,"HGNC:20609","AIMP2",7965,7965,TRUE
"SRP68",-1.52199318959494,-18.3426811197452,2.24959849877877e-11,2.96919056515832e-10,"HGNC:11302","SRP68",6730,6730,TRUE
"HDGF",-3.25406520078274,-18.3133899608952,2.29983312029332e-11,3.02300604254762e-10,"HGNC:4856","HDGF",3068,3068,TRUE
"THOP1",-1.19697373764857,-18.3106473926474,2.30459754773042e-11,3.02300604254762e-10,"HGNC:11793","THOP1",7064,7064,TRUE
"LMAN2",-2.1520605509008,-18.2866646316041,2.34671214996603e-11,3.06877742687865e-10,"HGNC:16986","LMAN2",10960,10960,TRUE
"G3BP1",-2.04316642543201,-18.1821599316164,2.54004706102939e-11,3.30128440653666e-10,"HGNC:30292","G3BP1",10146,10146,TRUE
"GALNT2",-2.08908992788491,-18.1360839537808,2.63062309341372e-11,3.39822132127913e-10,"HGNC:4124","GALNT2",2590,2590,TRUE
"PCNP",-2.33257376182204,-17.9607610419277,3.00806699445394e-11,3.87402567467553e-10,"HGNC:30023","PCNP",57092,57092,TRUE
"RPS27A",-1.51528247420418,-17.946948677295,3.04016477632114e-11,3.90353483364496e-10,"HGNC:10417","RPS27A",6233,6233,TRUE
"SMARCB1",-1.59247936422254,-17.8909443797725,3.17410297716763e-11,4.06323423282001e-10,"HGNC:11103","SMARCB1",6598,6598,TRUE
"GATAD2B",-2.01289627243285,-17.8865602041217,3.18485046167902e-11,4.06474908772848e-10,"HGNC:30778","GATAD2B",57459,57459,TRUE
"HNRNPR",-2.73749926388799,-17.8577131314772,3.2565420734555e-11,4.1438035365826e-10,"HGNC:5047","HNRNPR",10236,10236,TRUE
"HMGB3",-2.48941573734719,-17.8257066694231,3.33810485954339e-11,4.23490915016699e-10,"HGNC:5004","HMGB3",3149,3149,TRUE
"GAA",-2.15295558403933,-17.8101434143884,3.37854992171467e-11,4.27346344264504e-10,"HGNC:4065","GAA",2548,2548,TRUE
"CNPY2",-1.47590829668447,-17.8047992593529,3.39255835739933e-11,4.27844896704663e-10,"HGNC:13529","CNPY2",10330,10330,TRUE
"H1-3",-1.80650852813468,-17.7914908599973,3.42771311632914e-11,4.29766680850413e-10,"HGNC:4717","H1-3",3007,3007,TRUE
"RPL28",-3.06188761859168,-17.7913748407517,3.42802128960683e-11,4.29766680850413e-10,"HGNC:10330","RPL28",6158,6158,TRUE
"FKBP3",-1.83857579089399,-17.7866439166176,3.44061289742859e-11,4.30076612178574e-10,"HGNC:3719","FKBP3",2287,2287,TRUE
"EIF3G",-1.68476636775715,-17.7827360915584,3.45105098773985e-11,4.30116325451448e-10,"HGNC:3274","EIF3G",8666,8666,TRUE
"NUP35",-1.88616167532905,-17.7682371255491,3.49007492273201e-11,4.33708140982779e-10,"HGNC:29797","NUP35",129401,129401,TRUE
"SERPINH1",-1.4576472228151,-17.7203395517045,3.62237252544238e-11,4.48836245863852e-10,"HGNC:1546","SERPINH1",871,871,TRUE
"EIF4H",-0.914194456771244,-17.6981605333341,3.68543573427858e-11,4.55322728798953e-10,"HGNC:12741","EIF4H",7458,7458,TRUE
"FXR2",-1.21487762838388,-17.6336099555167,3.87573284264067e-11,4.77445350180373e-10,"HGNC:4024","FXR2",9513,9513,TRUE
"TMED10",-2.25649767926336,-17.6259773430664,3.89891757198608e-11,4.78913285576325e-10,"HGNC:16998","TMED10",10972,10972,TRUE
"TALDO1",-1.6743678284381,-17.5388973994033,4.174156475809e-11,5.11243948766232e-10,"HGNC:11559","TALDO1",6888,6888,TRUE
"CPSF6",-3.16100472571701,-17.5112100215706,4.26595474687045e-11,5.20069093005038e-10,"HGNC:13871","CPSF6",11052,11052,TRUE
"SEC24B",-1.07498035607324,-17.5098005784964,4.27068502255902e-11,5.20069093005038e-10,"HGNC:10704","SEC24B",10427,10427,TRUE
"SRSF10",-2.1943500200108,-17.4555218211814,4.45717561884565e-11,5.41228468002686e-10,"HGNC:16713","SRSF10",10772,10772,TRUE
"SNRPD1",-2.67468523699585,-17.3911508287678,4.68966593131883e-11,5.67837042965955e-10,"HGNC:11158","SNRPD1",6632,6632,TRUE
"RPL18",-3.32701443457371,-17.3578244535667,4.8150828254997e-11,5.81366534328799e-10,"HGNC:10310","RPL18",6141,6141,TRUE
"CANX",-1.28473972130454,-17.2732919945857,5.1495266616124e-11,6.175788269729e-10,"HGNC:1473","CANX",821,821,TRUE
"PRKRA",-1.78418073709993,-17.2729531692404,5.1509159991003e-11,6.175788269729e-10,"HGNC:9438","PRKRA",8575,8575,TRUE
"EEF1E1",-1.68038340765271,-17.2710810823449,5.15859961353835e-11,6.175788269729e-10,"HGNC:3212","EEF1E1",9521,9521,TRUE
"SNRNP40",-1.06296472640777,-17.14783408507,5.69234716065059e-11,6.79563916650703e-10,"HGNC:30857","SNRNP40",9410,9410,TRUE
"KARS1",-1.9795882141541,-17.1285410727317,5.78109784716877e-11,6.88225934186758e-10,"HGNC:6215","KARS1",3735,3735,TRUE
"RARS1",-1.05414054959673,-17.0984075255966,5.922681662746e-11,7.03111649906997e-10,"HGNC:9870","RARS1",5917,5917,TRUE
"STRAP",-0.880312681142149,-17.0509434601621,6.15324503485479e-11,7.28448228360247e-10,"HGNC:30796","STRAP",11171,11171,TRUE
"RPL36A",-3.18723443304328,-17.0428375006293,6.19356871851251e-11,7.31185195935505e-10,"HGNC:10359","RPL36A",6173,6173,TRUE
"TECR",-1.49437596484765,-17.0318437823628,6.24870861200938e-11,7.33842863511923e-10,"HGNC:4551","TECR",9524,9524,TRUE
"SRPRB",-1.07977780638547,-17.0314656391654,6.25061450803096e-11,7.33842863511923e-10,"HGNC:24085","SRPRB",58477,58477,TRUE
"PLD3",-1.76732121626896,-16.9393967920922,6.73363085643092e-11,7.88372758673042e-10,"HGNC:17158","PLD3",23646,23646,TRUE
"TMEM33",-0.970821983916927,-16.9277475687909,6.7975263625435e-11,7.93667226395875e-10,"HGNC:25541","TMEM33",55161,55161,TRUE
"CARS1",-0.921645116741494,-16.9141348319013,6.87301183101879e-11,8.00282199502187e-10,"HGNC:1493","CARS1",833,833,TRUE
"DCPS",-2.16481602318516,-16.8754895180417,7.09222019421281e-11,8.23550159164056e-10,"HGNC:29812","DCPS",28960,28960,TRUE
"SRRM2",-2.27068590361872,-16.8563871698609,7.20331716512996e-11,8.3417160631614e-10,"HGNC:16639","SRRM2",23524,23524,TRUE
"RPL32",-2.52413391673942,-16.8433214434519,7.28037368646707e-11,8.40804026290355e-10,"HGNC:10336","RPL32",6161,6161,TRUE
"SEL1L",-0.928339755781062,-16.8376036086064,7.31437128769005e-11,8.42441137471076e-10,"HGNC:10717","SEL1L",6400,6400,TRUE
"UBA2",-3.13836950627153,-16.8331247835571,7.34112010328199e-11,8.43236768620228e-10,"HGNC:30661","UBA2",10054,10054,TRUE
"HDAC1",-3.12202166536753,-16.8292990399605,7.36405113469286e-11,8.43590763408212e-10,"HGNC:4852","HDAC1",3065,3065,TRUE
"HSPA13",-1.31814723139947,-16.8029347438631,7.52416709262798e-11,8.59615864077122e-10,"HGNC:11375","HSPA13",6782,6782,TRUE
"MACROH2A1",-2.5888502580822,-16.7861166854586,7.62824307370662e-11,8.69169787218582e-10,"HGNC:4740","MACROH2A1",9555,9555,TRUE
"PYM1",-1.15232548874051,-16.7688776187759,7.73651919499333e-11,8.78440485992984e-10,"HGNC:30258","PYM1",84305,84305,TRUE
"SEC16A",-1.07941236723448,-16.766600194614,7.75094546464397e-11,8.78440485992984e-10,"HGNC:29006","SEC16A",9919,9919,TRUE
"SNRPG",-2.16837018152485,-16.6159262188372,8.77214721510131e-11,9.9153259745161e-10,"HGNC:11163","SNRPG",6637,6637,TRUE
"BZW2",-0.964058408971246,-16.6066727948193,8.83937112561938e-11,9.96480829811204e-10,"HGNC:18808","BZW2",28969,28969,TRUE
"NDRG1",1.16191005414019,16.594650370701,8.92753268258166e-11,1.0037569815072e-09,"HGNC:7679","NDRG1",10397,10397,TRUE
"RPS28",-2.21984467176907,-16.5754822104642,9.0700391460885e-11,1.01708882245056e-09,"HGNC:10418","RPS28",6234,6234,TRUE
"RPS27",-2.39929256038896,-16.5396091662354,9.34329675531968e-11,1.04497397921339e-09,"HGNC:10416","RPS27",6232,6232,TRUE
"ATP2A2",-1.06256859967237,-16.5346409190196,9.38182830759003e-11,1.04652940438996e-09,"HGNC:812","ATP2A2",488,488,TRUE
"TPP1",-1.99084320741325,-16.4674546587467,9.91986590187239e-11,1.10365000217167e-09,"HGNC:2073","TPP1",1200,1200,TRUE
"EFNB3",0.960221994340594,16.4595025223949,9.9856926099107e-11,1.10807293974205e-09,"HGNC:3228","EFNB3",1949,1949,TRUE
"NAA30",-0.982244237596795,-16.4471783107819,1.00886325971921e-10,1.11658043067881e-09,"HGNC:19844","NAA30",122830,122830,TRUE
"EMC4",-1.72583864946962,-16.4281026672964,1.0250202097317e-10,1.13151581593759e-09,"HGNC:28032","EMC4",51234,51234,TRUE
"NPC2",-1.79275946115492,-16.4132871339135,1.03775915030687e-10,1.14261046342078e-09,"HGNC:14537","NPC2",10577,10577,TRUE
"RBM8A",-2.0843630117346,-16.4039172384462,1.045902782287e-10,1.14860124669761e-09,"HGNC:9905","RBM8A",9939,9939,TRUE
