"","symbol","log2fc","effectsize","pvalue","pvalue_adjust","hgnc_id","hgnc_symbol","entrez_id","gene","signif"
"9938","ADAMTS7",-0.211795212956898,-0.211795212956898,0.486184232052796,0.58451803885975,"HGNC:223","ADAMTS7",11173,11173,FALSE
"9939","ANTXR2",-0.239370947324572,-0.239370947324572,0.486192864526434,0.58451803885975,"HGNC:21732","ANTXR2",118429,118429,FALSE
"9940","TUBA4A",-0.0881193737434711,-0.0881193737434711,0.486322308051817,0.584587422758353,"HGNC:12407","TUBA4A",7277,7277,FALSE
"9941","MAMDC4",-0.245583178164931,-0.245583178164931,0.486383769926568,0.584587422758353,"HGNC:24083","MAMDC4",158056,158056,FALSE
"9942","USP42",-0.117294130615853,-0.117294130615853,0.486394107185348,0.584587422758353,"HGNC:20068","USP42",84132,84132,FALSE
"9943","WDR7",-0.0849248360437862,-0.0849248360437862,0.486787982463045,0.584987758550744,"HGNC:13490","WDR7",23335,23335,FALSE
"9944","ANO6",-0.122936175221644,-0.122936175221644,0.487010047088866,0.585161657953371,"HGNC:25240","ANO6",196527,196527,FALSE
"9945","RHBDD3",0.120574277407035,0.120574277407035,0.48701447931838,0.585161657953371,"HGNC:1308","RHBDD3",25807,25807,FALSE
"9946","ANKRD26",0.125556695184228,0.125556695184228,0.487121883078981,0.585241563810004,"HGNC:29186","ANKRD26",22852,22852,FALSE
"9947","NR1D1",-0.139776432494811,-0.139776432494811,0.487167934891607,0.585247752528252,"HGNC:7962","NR1D1",9572,9572,FALSE
"9948","PDE10A",0.121076247189064,0.121076247189064,0.487328815043364,0.585391874954289,"HGNC:8772","PDE10A",10846,10846,FALSE
"9949","LINGO3",-0.191769187792309,-0.191769187792309,0.48738929087731,0.585415375066182,"HGNC:21206","LINGO3",645191,645191,FALSE
"9950","ARRB2",-0.142806462522971,-0.142806462522971,0.48776549969061,0.585738056669267,"HGNC:712","ARRB2",409,409,FALSE
"9951","VPS33A",0.110683020921645,0.110683020921645,0.487788400002775,0.585738056669267,"HGNC:18179","VPS33A",65082,65082,FALSE
"9952","NPR3",-0.325515295931338,-0.325515295931338,0.487821680154284,0.585738056669267,"HGNC:7945","NPR3",4883,4883,FALSE
"9953","PDE1B",-0.137847605554215,-0.137847605554215,0.487960259200534,0.585783950945525,"HGNC:8775","PDE1B",5153,5153,FALSE
"9954","PTMA",0.10844460926776,0.10844460926776,0.487974701546984,0.585783950945525,"HGNC:9623","PTMA",5757,5757,FALSE
"9955","NDOR1",0.128280777909898,0.128280777909898,0.487982716840496,0.585783950945525,"HGNC:29838","NDOR1",27158,27158,FALSE
"9956","SRP68",-0.106824397000944,-0.106824397000944,0.488374065580091,0.586204555354879,"HGNC:11302","SRP68",6730,6730,FALSE
"9957","HIC2",-0.192182429925789,-0.192182429925789,0.488696431805499,0.586542295143842,"HGNC:18595","HIC2",23119,23119,FALSE
"9958","SLC35E2B",0.117820492464838,0.117820492464838,0.488851673190477,0.586628728845355,"HGNC:33941","SLC35E2B",728661,728661,FALSE
"9959","EIF3L",0.102898652543321,0.102898652543321,0.488891438359135,0.586628728845355,"HGNC:18138","EIF3L",51386,51386,FALSE
"9960","ARHGAP24",-0.244174300107667,-0.244174300107667,0.489063899598665,0.586747576060465,"HGNC:25361","ARHGAP24",83478,83478,FALSE
"9961","COQ10B",-0.137274589336507,-0.137274589336507,0.489090799641943,0.586747576060465,"HGNC:25819","COQ10B",80219,80219,FALSE
"9962","MCCC1",-0.175673667237787,-0.175673667237787,0.489113501100652,0.586747576060465,"HGNC:6936","MCCC1",56922,56922,FALSE
"9963","PODXL",-0.154187819046939,-0.154187819046939,0.489664972391099,0.587312200908162,"HGNC:9171","PODXL",5420,5420,FALSE
"9964","KIRREL1",-0.124826051132609,-0.124826051132609,0.490094883907326,0.587777025717034,"HGNC:15734","KIRREL1",55243,55243,FALSE
"9965","MED31",0.164974796922992,0.164974796922992,0.490191621989024,0.587843774643056,"HGNC:24260","MED31",51003,51003,FALSE
"9966","PARD6G",-0.199251303145495,-0.199251303145495,0.490834170582597,0.58836777639829,"HGNC:16076","PARD6G",84552,84552,FALSE
"9967","CCDC13",-0.259044982768927,-0.259044982768927,0.491006755614175,0.588525353164955,"HGNC:26358","CCDC13",152206,152206,FALSE
"9968","HERC4",0.110965167745556,0.110965167745556,0.492097276326476,0.589783057790061,"HGNC:24521","HERC4",26091,26091,FALSE
"9969","ZFP62",-0.131480071451475,-0.131480071451475,0.492325581498091,0.590007265130334,"HGNC:23241","ZFP62",643836,643836,FALSE
"9970","CCDC74A",-0.354562963777454,-0.354562963777454,0.492893676138031,0.590567624176712,"HGNC:25197","CCDC74A",90557,90557,FALSE
"9971","MADD",-0.104152930289261,-0.104152930289261,0.492916984802745,0.590567624176712,"HGNC:6766","MADD",8567,8567,FALSE
"9972","PTTG1",-0.314935012727516,-0.314935012727516,0.493070463370778,0.590702047921338,"HGNC:9690","PTTG1",9232,9232,FALSE
"9973","ADAT2",0.256093256608059,0.256093256608059,0.49323789922438,0.590853168689967,"HGNC:21172","ADAT2",134637,134637,FALSE
"9974","DBNDD1",-0.168759219936354,-0.168759219936354,0.493294200014114,0.590871145823034,"HGNC:28455","DBNDD1",79007,79007,FALSE
"9975","EBAG9",0.121343296011206,0.121343296011206,0.493483235210384,0.591048096813039,"HGNC:3123","EBAG9",9166,9166,FALSE
"9976","HEMK1",-0.186504914306512,-0.186504914306512,0.493700780996012,0.591259162644119,"HGNC:24923","HEMK1",51409,51409,FALSE
"9977","PDLIM7",0.16336593469256,0.16336593469256,0.49398709971681,0.59155254915456,"HGNC:22958","PDLIM7",9260,9260,FALSE
"9978","CAVIN2",-0.312658207145217,-0.312658207145217,0.494261099781699,0.59183113613191,"HGNC:10690","CAVIN2",8436,8436,FALSE
"9979","CCT6A",-0.0956958643404897,-0.0956958643404897,0.494313029022623,0.591843789832208,"HGNC:1620","CCT6A",908,908,FALSE
"9980","PAK1",-0.135030447051919,-0.135030447051919,0.495018047570281,0.59254575237571,"HGNC:8590","PAK1",5058,5058,FALSE
"9981","UCK1",-0.101649512171867,-0.101649512171867,0.495026918445707,0.59254575237571,"HGNC:14859","UCK1",83549,83549,FALSE
"9982","ADAMTS5",-0.213295053976985,-0.213295053976985,0.495055810763197,0.59254575237571,"HGNC:221","ADAMTS5",11096,11096,FALSE
"9983","ZCCHC3",-0.216802657198122,-0.216802657198122,0.49506495699571,0.59254575237571,"HGNC:16230","ZCCHC3",85364,85364,FALSE
"9984","MYLK3",0.478698301982516,0.478698301982516,0.495287462499683,0.59276248752994,"HGNC:29826","MYLK3",91807,91807,FALSE
"9985","KPNA5",0.141042024816464,0.141042024816464,0.495718368930352,0.593183562686753,"HGNC:6398","KPNA5",3841,3841,FALSE
"9986","KIF18A",-0.159391491913435,-0.159391491913435,0.495722205787141,0.593183562686753,"HGNC:29441","KIF18A",81930,81930,FALSE
"9987","CYP1B1",0.310194872961216,0.310194872961216,0.495811650436914,0.593240982197659,"HGNC:2597","CYP1B1",1545,1545,FALSE
"9988","NUDT18",0.240602723788364,0.240602723788364,0.496001984431112,0.593419096590701,"HGNC:26194","NUDT18",79873,79873,FALSE
"9989","ZBTB8B",-0.219245664768641,-0.219245664768641,0.49638001237857,0.593821720351555,"HGNC:37057","ZBTB8B",728116,728116,FALSE
"9990","FBRSL1",0.145623537995005,0.145623537995005,0.496539384823849,0.593962720067251,"HGNC:29308","FBRSL1",57666,57666,FALSE
"9991","POU3F1",0.407248557386535,0.407248557386535,0.49663946279314,0.594032773811505,"HGNC:9214","POU3F1",5453,5453,FALSE
"9992","PPM1G",0.0985175883290178,0.0985175883290178,0.496896050083298,0.594290001725336,"HGNC:9278","PPM1G",5496,5496,FALSE
"9993","SLC22A3",-0.27119939078879,-0.27119939078879,0.496985714694814,0.594347563022824,"HGNC:10967","SLC22A3",6581,6581,FALSE
"9994","ATCAY",-0.10185747940167,-0.10185747940167,0.497159554988357,0.59450577238245,"HGNC:779","ATCAY",85300,85300,FALSE
"9995","SYT16",-0.136221196510868,-0.136221196510868,0.497334345696425,0.594665091716399,"HGNC:23142","SYT16",83851,83851,FALSE
"9996","CNIH3",-0.205163599797292,-0.205163599797292,0.497445497201513,0.594748297080251,"HGNC:26802","CNIH3",149111,149111,FALSE
"9997","CASP4",-0.1985091284742,-0.1985091284742,0.497492302210357,0.594754561979113,"HGNC:1505","CASP4",837,837,FALSE
"9998","TXNDC12",-0.105019828972254,-0.105019828972254,0.497730055704611,0.594989086639705,"HGNC:24626","TXNDC12",51060,51060,FALSE
"9999","SAP18",0.137863894379482,0.137863894379482,0.498052704386825,0.595225603196449,"HGNC:10530","SAP18",10284,10284,FALSE
"10000","PHLPP2",0.102002669577519,0.102002669577519,0.49865301491529,0.59584350650713,"HGNC:29149","PHLPP2",23035,23035,FALSE
"10001","EBPL",0.195910179891448,0.195910179891448,0.499379268221171,0.596561859156514,"HGNC:18061","EBPL",84650,84650,FALSE
"10002","CIP2A",-0.24445215373011,-0.24445215373011,0.499598497072303,0.596773928926253,"HGNC:29302","CIP2A",57650,57650,FALSE
"10003","SENP1",-0.156096973138594,-0.156096973138594,0.499670418675362,0.596810018432868,"HGNC:17927","SENP1",29843,29843,FALSE
"10004","NCK1",0.187808111503763,0.187808111503763,0.500251808971406,0.597432729284894,"HGNC:7664","NCK1",4690,4690,FALSE
"10005","DYNC1H1",-0.0944956032633859,-0.0944956032633859,0.500275278656203,0.597432729284894,"HGNC:2961","DYNC1H1",1778,1778,FALSE
"10006","KXD1",0.110560649299164,0.110560649299164,0.500556215902931,0.597654035878555,"HGNC:28420","KXD1",79036,79036,FALSE
"10007","WDR5B",-0.263028947899891,-0.263028947899891,0.500590416370544,0.597654035878555,"HGNC:17826","WDR5B",54554,54554,FALSE
"10008","ACACB",-0.173308177221962,-0.173308177221962,0.500627666087104,0.597654035878555,"HGNC:85","ACACB",32,32,FALSE
"10009","NCOA2",-0.094513425604209,-0.094513425604209,0.500850476061285,0.59784615357411,"HGNC:7669","NCOA2",10499,10499,FALSE
"10010","LRCH3",-0.107172348020177,-0.107172348020177,0.500872156617963,0.59784615357411,"HGNC:28637","LRCH3",84859,84859,FALSE
"10011","GBE1",-0.124968602726643,-0.124968602726643,0.500950334995073,0.597889594081616,"HGNC:4180","GBE1",2632,2632,FALSE
"10012","JAKMIP1",-0.102685237547104,-0.102685237547104,0.501207893955915,0.598147102136379,"HGNC:26460","JAKMIP1",152789,152789,FALSE
"10013","FCF1",-0.122919149970241,-0.122919149970241,0.501354342487099,0.598271977870728,"HGNC:20220","FCF1",51077,51077,FALSE
"10014","CCDC88C",-0.109154431888442,-0.109154431888442,0.50186824500873,0.59878535127407,"HGNC:19967","CCDC88C",440193,440193,FALSE
"10015","SOCS1",-0.301329081757384,-0.301329081757384,0.502191964574957,0.599097220561147,"HGNC:19383","SOCS1",8651,8651,FALSE
"10016","DR1",0.150775711829133,0.150775711829133,0.502255242005138,0.599097220561147,"HGNC:3017","DR1",1810,1810,FALSE
"10017","EIF2B5",0.0860728174378753,0.0860728174378753,0.502713984178906,0.599594431909308,"HGNC:3261","EIF2B5",8893,8893,FALSE
"10018","AEBP2",0.175944870972079,0.175944870972079,0.502839736419412,0.599694431440687,"HGNC:24051","AEBP2",121536,121536,FALSE
"10019","RHOG",0.175500978306668,0.175500978306668,0.503201223995269,0.599939272301698,"HGNC:672","RHOG",391,391,FALSE
"10020","CHRDL1",-0.163971929932862,-0.163971929932862,0.50367017244857,0.600384579937237,"HGNC:29861","CHRDL1",91851,91851,FALSE
"10021","HNRNPK",-0.120032147166491,-0.120032147166491,0.50384409038136,0.600541864995159,"HGNC:5044","HNRNPK",3190,3190,FALSE
"10022","CYS1",-0.346879490240647,-0.346879490240647,0.504000742832852,0.600678546493027,"HGNC:18525","CYS1",192668,192668,FALSE
"10023","MRPL12",0.100624570984711,0.100624570984711,0.504179697232648,0.600841782935118,"HGNC:10378","MRPL12",6182,6182,FALSE
"10024","TBC1D2",-0.354867506875258,-0.354867506875258,0.504590574309,0.60128069929999,"HGNC:18026","TBC1D2",55357,55357,FALSE
"10025","CSK",0.112318520540303,0.112318520540303,0.504632044020797,0.60128069929999,"HGNC:2444","CSK",1445,1445,FALSE
"10026","RECQL",0.110596988251856,0.110596988251856,0.50491024998305,0.601512011240319,"HGNC:9948","RECQL",5965,5965,FALSE
"10027","REEP5",0.0832096429652923,0.0832096429652923,0.505066240309384,0.60164775496062,"HGNC:30077","REEP5",7905,7905,FALSE
"10028","ABL1",-0.130399689451755,-0.130399689451755,0.505246151489369,0.601811968838873,"HGNC:76","ABL1",25,25,FALSE
"10029","NEFH",-0.149532207444638,-0.149532207444638,0.505314164053391,0.601842881092057,"HGNC:7737","NEFH",4744,4744,FALSE
"10030","ZNF507",-0.112628881312761,-0.112628881312761,0.505805573397997,0.602378023283557,"HGNC:23783","ZNF507",22847,22847,FALSE
"10031","STON1",0.177408312430893,0.177408312430893,0.50598333649939,0.602539577394289,"HGNC:17003","STON1",11037,11037,FALSE
"10032","SLC25A13",0.215177396452574,0.215177396452574,0.506087747403786,0.602613761970606,"HGNC:10983","SLC25A13",10165,10165,FALSE
"10033","MEIS1",0.158553628908501,0.158553628908501,0.506208474466478,0.602707360720655,"HGNC:7000","MEIS1",4211,4211,FALSE
"10034","CHD8",0.0807063918617942,0.0807063918617942,0.50625808940093,0.602716282655621,"HGNC:20153","CHD8",57680,57680,FALSE
"10035","ARHGAP29",-0.193575056823093,-0.193575056823093,0.506750997536629,0.603152555627319,"HGNC:30207","ARHGAP29",9411,9411,FALSE
"10036","KCNJ14",0.21339000178123,0.21339000178123,0.507411161342305,0.603787634731563,"HGNC:6260","KCNJ14",3770,3770,FALSE
"10037","SGMS1",-0.129559733599057,-0.129559733599057,0.507626456725974,0.603931703753334,"HGNC:29799","SGMS1",259230,259230,FALSE
"10038","TLNRD1",0.158413848895978,0.158413848895978,0.507658853361178,0.603931703753334,"HGNC:13519","TLNRD1",59274,59274,FALSE
"10039","REEP3",-0.138834399886409,-0.138834399886409,0.507843935415598,0.604101660309401,"HGNC:23711","REEP3",221035,221035,FALSE
"10040","FAT3",-0.0983274927324947,-0.0983274927324947,0.508104001943747,0.604314593096701,"HGNC:23112","FAT3",120114,120114,FALSE
"10041","RAB27B",0.174795742743626,0.174795742743626,0.5081074057968,0.604314593096701,"HGNC:9767","RAB27B",5874,5874,FALSE
"10042","GRIN3B",-0.393186189761303,-0.393186189761303,0.508598681252494,0.604838857661095,"HGNC:16768","GRIN3B",116444,116444,FALSE
"10043","COL4A1",-0.210631651431854,-0.210631651431854,0.508643796217595,0.604838857661095,"HGNC:2202","COL4A1",1282,1282,FALSE
"10044","SDSL",0.208454411365835,0.208454411365835,0.50867501663943,0.604838857661095,"HGNC:30404","SDSL",113675,113675,FALSE
"10045","CEP126",-0.211593064701658,-0.211593064701658,0.508719950105334,0.604842024599686,"HGNC:29264","CEP126",57562,57562,FALSE
"10046","PIK3C2B",-0.114219565795218,-0.114219565795218,0.508889970530046,0.604993900657563,"HGNC:8972","PIK3C2B",5287,5287,FALSE
"10047","BACH1",0.116106237958189,0.116106237958189,0.508981611892005,0.605052578263911,"HGNC:935","BACH1",571,571,FALSE
"10048","CENPI",-0.191909029240033,-0.191909029240033,0.509738312233107,0.605901770206307,"HGNC:3968","CENPI",2491,2491,FALSE
"10049","IKBKG",-0.152500487326128,-0.152500487326128,0.510003388682673,0.606166499598004,"HGNC:5961","IKBKG",8517,8517,FALSE
"10050","RNF213",0.09100319133622,0.09100319133622,0.510227555914635,0.606382566244395,"HGNC:14539","RNF213",57674,57674,FALSE
"10051","ALDH1A2",-0.483316615771125,-0.483316615771125,0.510339002671061,0.606464644898281,"HGNC:15472","ALDH1A2",8854,8854,FALSE
"10052","TUBGCP2",0.107013195223136,0.107013195223136,0.510443264098842,0.606538171897553,"HGNC:18599","TUBGCP2",10844,10844,FALSE
"10053","TEC",0.23179972901436,0.23179972901436,0.510845827026554,0.606966116326743,"HGNC:11719","TEC",7006,7006,FALSE
"10054","LRP3",-0.101655461263426,-0.101655461263426,0.510904614026271,0.606985563110421,"HGNC:6695","LRP3",4037,4037,FALSE
"10055","BLNK",0.702040904091644,0.702040904091644,0.510962550562406,0.607003996346822,"HGNC:14211","BLNK",29760,29760,FALSE
"10056","CDS1",-0.115346742121437,-0.115346742121437,0.511198041067002,0.607233336346316,"HGNC:1800","CDS1",1040,1040,FALSE
"10057","THNSL1",-0.165426128260488,-0.165426128260488,0.511718413544507,0.607700122782666,"HGNC:26160","THNSL1",79896,79896,FALSE
"10058","FKBP3",0.0934961564627535,0.0934961564627535,0.512141943457583,0.608152619828593,"HGNC:3719","FKBP3",2287,2287,FALSE
"10059","UBXN8",0.151188852743108,0.151188852743108,0.512628817589607,0.60868025482447,"HGNC:30307","UBXN8",7993,7993,FALSE
"10060","UNK",-0.149329323743751,-0.149329323743751,0.512695899456985,0.608709394733654,"HGNC:29369","UNK",85451,85451,FALSE
"10061","NGLY1",-0.107278697907789,-0.107278697907789,0.51278017677898,0.608758943792452,"HGNC:17646","NGLY1",55768,55768,FALSE
"10062","HS1BP3",-0.126498888210319,-0.126498888210319,0.512955582931959,0.608916661371611,"HGNC:24979","HS1BP3",64342,64342,FALSE
"10063","POU2F1",0.160548708407182,0.160548708407182,0.513594414485337,0.60952330404501,"HGNC:9212","POU2F1",5451,5451,FALSE
"10064","TMEM218",-0.126978522077063,-0.126978522077063,0.51394381980563,0.609887387427331,"HGNC:27344","TMEM218",219854,219854,FALSE
"10065","TFEB",-0.272069782543114,-0.272069782543114,0.514056599414765,0.609970634466031,"HGNC:11753","TFEB",7942,7942,FALSE
"10066","MUC1",-0.266652596977973,-0.266652596977973,0.514198046350268,0.610087881030348,"HGNC:7508","MUC1",4582,4582,FALSE
"10067","SRFBP1",0.126474646370509,0.126474646370509,0.515095116376338,0.611000250371302,"HGNC:26333","SRFBP1",153443,153443,FALSE
"10068","CISD1",0.109327519802398,0.109327519802398,0.51514765253237,0.611011916452725,"HGNC:30880","CISD1",55847,55847,FALSE
"10069","PTCH1",0.0969851646936118,0.0969851646936118,0.515271932077522,0.611074861799534,"HGNC:9585","PTCH1",5727,5727,FALSE
"10070","ETV6",-0.16677350222337,-0.16677350222337,0.515314653314471,0.611074861799534,"HGNC:3495","ETV6",2120,2120,FALSE
"10071","RALGDS",0.105945428513989,0.105945428513989,0.515328839005869,0.611074861799534,"HGNC:9842","RALGDS",5900,5900,FALSE
"10072","ATG9A",-0.0969437355790973,-0.0969437355790973,0.51560383072008,0.611350282878159,"HGNC:22408","ATG9A",79065,79065,FALSE
"10073","SMG5",0.0915844324690681,0.0915844324690681,0.515700602926975,0.611414361362341,"HGNC:24644","SMG5",23381,23381,FALSE
"10074","AAAS",-0.126040490036995,-0.126040490036995,0.516056685502766,0.611735159709973,"HGNC:13666","AAAS",8086,8086,FALSE
"10075","XKR5",0.273846715579144,0.273846715579144,0.51616954283843,0.611818256169242,"HGNC:20782","XKR5",389610,389610,FALSE
"10076","KYAT3",0.17266555613455,0.17266555613455,0.516582839972212,0.612206713364451,"HGNC:33238","KYAT3",56267,56267,FALSE
"10077","NDUFAF7",0.109267585186441,0.109267585186441,0.516657077547099,0.612243985310265,"HGNC:28816","NDUFAF7",55471,55471,FALSE
"10078","NAT9",-0.168302129149714,-0.168302129149714,0.516950324035421,0.612540757421567,"HGNC:23133","NAT9",26151,26151,FALSE
"10079","HSPB1",0.25420936706574,0.25420936706574,0.517231076833417,0.612771938931062,"HGNC:5246","HSPB1",3315,3315,FALSE
"10080","SURF6",0.118568810186364,0.118568810186364,0.517384468738499,0.61290291937902,"HGNC:11478","SURF6",6838,6838,FALSE
"10081","MAP3K7",0.117321503794433,0.117321503794433,0.517784111795914,0.613274799742384,"HGNC:6859","MAP3K7",6885,6885,FALSE
"10082","CNN2",0.136729752314263,0.136729752314263,0.51783735199045,0.613287093993656,"HGNC:2156","CNN2",1265,1265,FALSE
"10083","INIP",-0.20521431189849,-0.20521431189849,0.51789212769985,0.613301204606236,"HGNC:24994","INIP",58493,58493,FALSE
"10084","TAF5",-0.168132360354945,-0.168132360354945,0.517997830950887,0.613375617599822,"HGNC:11539","TAF5",6877,6877,FALSE
"10085","PDIA3",-0.0804823812921046,-0.0804823812921046,0.518272672448602,0.613650283000997,"HGNC:4606","PDIA3",2923,2923,FALSE
"10086","PRCP",-0.113031753290147,-0.113031753290147,0.51835177638292,0.613693163020288,"HGNC:9344","PRCP",5547,5547,FALSE
"10087","MTIF3",0.145166314669138,0.145166314669138,0.518626739201771,0.613967900325817,"HGNC:29788","MTIF3",219402,219402,FALSE
"10088","CALCOCO1",-0.184200880890163,-0.184200880890163,0.518765469385127,0.614081328708785,"HGNC:29306","CALCOCO1",57658,57658,FALSE
"10089","MTRF1L",0.165342005636524,0.165342005636524,0.519131608289791,0.614413083789795,"HGNC:21051","MTRF1L",54516,54516,FALSE
"10090","RGS14",-0.253235353955494,-0.253235353955494,0.519295230609984,0.614520461244693,"HGNC:9996","RGS14",10636,10636,FALSE
"10091","PLEKHF1",-0.30998644011854,-0.30998644011854,0.519308226806264,0.614520461244693,"HGNC:20764","PLEKHF1",79156,79156,FALSE
"10092","CHADL",-0.179496141209395,-0.179496141209395,0.519829976293374,0.615087003289662,"HGNC:25165","CHADL",150356,150356,FALSE
"10093","CUL1",-0.0810953855796672,-0.0810953855796672,0.520611980799348,0.615961372023968,"HGNC:2551","CUL1",8454,8454,FALSE
"10094","RALGPS1",0.0827931117640996,0.0827931117640996,0.520953007353803,0.616313896835516,"HGNC:16851","RALGPS1",9649,9649,FALSE
"10095","CACNA1A",-0.0892240378393246,-0.0892240378393246,0.521134063540358,0.616376351116653,"HGNC:1388","CACNA1A",773,773,FALSE
"10096","PRR13",-0.159251143039844,-0.159251143039844,0.521174759359804,0.616376351116653,"HGNC:24528","PRR13",54458,54458,FALSE
"10097","IGFBP2",-0.124911490725861,-0.124911490725861,0.521220954228972,0.616376351116653,"HGNC:5471","IGFBP2",3485,3485,FALSE
"10098","STK38L",0.107434708828068,0.107434708828068,0.52153079632272,0.616691526698768,"HGNC:17848","STK38L",23012,23012,FALSE
"10099","TTLL3",0.207039887857934,0.207039887857934,0.521989995922515,0.617183511126695,"HGNC:24483","TTLL3",26140,26140,FALSE
"10100","TMEM53",-0.27938668410751,-0.27938668410751,0.522733134041292,0.61801110592389,"HGNC:26186","TMEM53",79639,79639,FALSE
"10101","TBC1D13",0.106016317625887,0.106016317625887,0.522894173614955,0.618150423848017,"HGNC:25571","TBC1D13",54662,54662,FALSE
"10102","ANAPC2",-0.0842619033711309,-0.0842619033711309,0.523152552752639,0.618365594492658,"HGNC:19989","ANAPC2",29882,29882,FALSE
"10103","MEIS2",0.099257637774181,0.099257637774181,0.523195337692703,0.618365594492658,"HGNC:7001","MEIS2",4212,4212,FALSE
"10104","MTMR2",-0.0968651792750383,-0.0968651792750383,0.523205832170146,0.618365594492658,"HGNC:7450","MTMR2",8898,8898,FALSE
"10105","PNPLA2",-0.205315346743621,-0.205315346743621,0.523527652719113,0.618694844958522,"HGNC:30802","PNPLA2",57104,57104,FALSE
"10106","HARBI1",-0.186729019564559,-0.186729019564559,0.523799571780071,0.618895127071714,"HGNC:26522","HARBI1",283254,283254,FALSE
"10107","TKFC",-0.165715328650661,-0.165715328650661,0.523809585383422,0.618895127071714,"HGNC:24552","TKFC",26007,26007,FALSE
"10108","BCAT2",-0.140263824916643,-0.140263824916643,0.523891212085273,0.618895127071714,"HGNC:977","BCAT2",587,587,FALSE
"10109","RNF8",-0.166298170227674,-0.166298170227674,0.523897903033211,0.618895127071714,"HGNC:10071","RNF8",9025,9025,FALSE
"10110","TMEM223",0.133316242798051,0.133316242798051,0.52398777836157,0.618895127071714,"HGNC:28464","TMEM223",79064,79064,FALSE
"10111","GINS3",-0.22661120959485,-0.22661120959485,0.52399514794435,0.618895127071714,"HGNC:25851","GINS3",64785,64785,FALSE
"10112","RCOR2",-0.197092821882552,-0.197092821882552,0.523999892688086,0.618895127071714,"HGNC:27455","RCOR2",283248,283248,FALSE
"10113","SLC7A7",-0.326330035280539,-0.326330035280539,0.524424705190996,0.619345749965167,"HGNC:11065","SLC7A7",9056,9056,FALSE
"10114","UBR5",0.0846841477748791,0.0846841477748791,0.524873667260354,0.619824816772172,"HGNC:16806","UBR5",51366,51366,FALSE
"10115","TXNRD2",0.149349743307754,0.149349743307754,0.524989550614978,0.619910503362743,"HGNC:18155","TXNRD2",10587,10587,FALSE
"10116","RNF26",-0.13512407886368,-0.13512407886368,0.525211540963211,0.620103838240748,"HGNC:14646","RNF26",79102,79102,FALSE
"10117","SPHK1",-0.251348735115639,-0.251348735115639,0.525239955236416,0.620103838240748,"HGNC:11240","SPHK1",8877,8877,FALSE
"10118","ZBTB37",-0.112272652919832,-0.112272652919832,0.525935574671692,0.620775892149008,"HGNC:28365","ZBTB37",84614,84614,FALSE
"10119","GRPEL1",0.088748337784505,0.088748337784505,0.525939348698191,0.620775892149008,"HGNC:19696","GRPEL1",80273,80273,FALSE
"10120","RNF4",-0.0897644044164311,-0.0897644044164311,0.526136102921077,0.62095690338978,"HGNC:10067","RNF4",6047,6047,FALSE
"10121","IL17RA",-0.208917930584605,-0.208917930584605,0.526249109447966,0.621039052131212,"HGNC:5985","IL17RA",23765,23765,FALSE
"10122","PHF7",-0.197938377072621,-0.197938377072621,0.526371986611354,0.621132834935005,"HGNC:18458","PHF7",51533,51533,FALSE
"10123","STOML2",-0.0937950266255501,-0.0937950266255501,0.527177810555471,0.622032431041332,"HGNC:14559","STOML2",30968,30968,FALSE
"10124","PAPSS2",0.209188320190585,0.209188320190585,0.527266802017371,0.622086137043747,"HGNC:8604","PAPSS2",9060,9060,FALSE
"10125","MIER3",-0.108903703254605,-0.108903703254605,0.527390790343289,0.622181121198955,"HGNC:26678","MIER3",166968,166968,FALSE
"10126","RABL3",0.221931299030224,0.221931299030224,0.52806811440802,0.622877474986757,"HGNC:18072","RABL3",285282,285282,FALSE
"10127","ADGRA2",-0.23913788331455,-0.23913788331455,0.528564051355835,0.623411062549508,"HGNC:17849","ADGRA2",25960,25960,FALSE
"10128","LAMA2",0.276867501848198,0.276867501848198,0.528697792214213,0.623517407796355,"HGNC:6482","LAMA2",3908,3908,FALSE
"10129","CCDC186",-0.105186088512263,-0.105186088512263,0.528816852343833,0.623538887286091,"HGNC:24349","CCDC186",55088,55088,FALSE
"10130","MRPL36",0.153704960309185,0.153704960309185,0.528833097589393,0.623538887286091,"HGNC:14490","MRPL36",64979,64979,FALSE
"10131","ELN",0.127843031705396,0.127843031705396,0.528846735348662,0.623538887286091,"HGNC:3327","ELN",2006,2006,FALSE
"10132","TMA16",0.172520696990209,0.172520696990209,0.528955422961766,0.623615650256234,"HGNC:25638","TMA16",55319,55319,FALSE
"10133","CYREN",0.185156698185542,0.185156698185542,0.529052922661769,0.623645041533423,"HGNC:22432","CYREN",78996,78996,FALSE
"10134","RASSF4",0.207024822828009,0.207024822828009,0.529067521082831,0.623645041533423,"HGNC:20793","RASSF4",83937,83937,FALSE
"10135","ZSCAN22",-0.19836631439656,-0.19836631439656,0.529131876201894,0.623669523605676,"HGNC:4929","ZSCAN22",342945,342945,FALSE
"10136","TTC21B",-0.121676479878748,-0.121676479878748,0.529869181759106,0.62443568784311,"HGNC:25660","TTC21B",79809,79809,FALSE
"10137","DEF8",0.1025707909706,0.1025707909706,0.529939291725632,0.624460114901354,"HGNC:25969","DEF8",54849,54849,FALSE
"10138","RNH1",-0.101287302688534,-0.101287302688534,0.529977191652948,0.624460114901354,"HGNC:10074","RNH1",6050,6050,FALSE
