"","symbol","log2fc","effectsize","pvalue","pvalue_adjust","hgnc_id","hgnc_symbol","entrez_id","gene","signif"
"1","TP53INP2",3.03465360264741,3.03465360264741,1.7485339914383e-106,2.50197728834906e-102,"HGNC:16104","TP53INP2",58476,58476,TRUE
"2","RAB13",3.12344765705035,3.12344765705035,9.13214391191813e-87,2.39448338164182e-83,"HGNC:9762","RAB13",5872,5872,TRUE
"3","B2M",2.84580377634062,2.84580377634062,1.00404642461744e-86,2.39448338164182e-83,"HGNC:914","B2M",567,567,TRUE
"4","METRN",2.5535139146311,2.5535139146311,4.12295333336976e-86,8.42790560674112e-83,"HGNC:14151","METRN",79006,79006,TRUE
"5","WASF3",2.69771267227268,2.69771267227268,1.37459601244343e-79,2.18545492689477e-76,"HGNC:12734","WASF3",10810,10810,TRUE
"6","NDRG2",2.80637742477714,2.80637742477714,7.29710053903583e-79,1.04414211613064e-75,"HGNC:14460","NDRG2",57447,57447,TRUE
"7","TSC2",2.86223433979927,2.86223433979927,6.88895141614533e-78,8.96127325578395e-75,"HGNC:12363","TSC2",7249,7249,TRUE
"8","RN7SL1",2.68855905937988,2.68855905937988,1.66019051599865e-77,1.97963884111872e-74,"HGNC:10038","RN7SL1",6029,6029,TRUE
"9","TRAK2",2.41340137347026,2.41340137347026,4.82795692761419e-77,5.31409505209472e-74,"HGNC:13206","TRAK2",66008,66008,TRUE
"10","SPARC",2.93677607793007,2.93677607793007,5.30565988286051e-76,5.42276337598936e-73,"HGNC:11219","SPARC",6678,6678,TRUE
"11","SYNM",2.36358864414898,2.36358864414898,4.08344665943995e-75,3.89533588332841e-72,"HGNC:24466","SYNM",23336,23336,TRUE
"12","NEURL1",3.03766761539598,3.03766761539598,3.64962937308169e-72,2.90125259441255e-69,"HGNC:7761","NEURL1",9148,9148,TRUE
"13","RPL37A",2.66450001823225,2.66450001823225,8.57938583204623e-71,6.46118062477629e-68,"HGNC:10348","RPL37A",6168,6168,TRUE
"14","GRM3",2.60364298847955,2.60364298847955,4.52795859205355e-68,2.94502543153156e-65,"HGNC:4595","GRM3",2913,2913,TRUE
"15","TRAF3",2.40930936261286,2.40930936261286,4.12401947250578e-67,2.56567802748197e-64,"HGNC:12033","TRAF3",7187,7187,TRUE
"16","PABPC1",2.24295190714493,2.24295190714493,2.48131059523283e-65,1.47937805446611e-62,"HGNC:8554","PABPC1",26986,26986,TRUE
"17","YAP1",2.77559911546565,2.77559911546565,5.8037175292058e-63,3.19405362020792e-60,"HGNC:16262","YAP1",10413,10413,TRUE
"18","MT-ND4",3.13872229993118,3.13872229993118,1.29706103289505e-62,6.87394308136864e-60,"HGNC:7459","MT-ND4",4538,4538,TRUE
"19","SHANK3",3.13816819118756,3.13816819118756,1.09324605688425e-61,5.39422683722648e-59,"HGNC:14294","SHANK3",85358,85358,TRUE
"20","HOMER2",2.2524493539674,2.2524493539674,1.68045186023906e-60,7.75664053811635e-58,"HGNC:17513","HOMER2",9455,9455,TRUE
"21","HIPK2",2.30138851856135,2.30138851856135,3.13808809011987e-59,1.36069401459167e-56,"HGNC:14402","HIPK2",28996,28996,TRUE
"22","PINK1",2.94639960490705,2.94639960490705,2.50601913415695e-58,1.05466552325446e-55,"HGNC:14581","PINK1",65018,65018,TRUE
"23","TPT1",2.24847768979946,2.24847768979946,3.51164322549331e-58,1.43566008324525e-55,"HGNC:12022","TPT1",7178,7178,TRUE
"24","RPL41",2.48869132445962,2.48869132445962,4.60702921032219e-58,1.83116613806945e-55,"HGNC:10354","RPL41",6171,6171,TRUE
"25","SEC14L1",2.50286453758494,2.50286453758494,7.08650368644918e-58,2.74056165538922e-55,"HGNC:10698","SEC14L1",6397,6397,TRUE
"26","MAP4",2.18987843129156,2.18987843129156,1.4515203506592e-57,5.19245117439563e-55,"HGNC:6862","MAP4",4134,4134,TRUE
"27","SAMD4A",2.35406629618628,2.35406629618628,4.06179610718874e-57,1.41756684140887e-54,"HGNC:23023","SAMD4A",23034,23034,TRUE
"28","SHC3",2.55315722022604,2.55315722022604,2.47003186905883e-56,8.41516333675305e-54,"HGNC:18181","SHC3",53358,53358,TRUE
"29","MYO6",2.07260228870025,2.07260228870025,4.04892837464338e-55,1.25948078506026e-52,"HGNC:7605","MYO6",4646,4646,TRUE
"30","PTGR2",2.29758583948997,2.29758583948997,5.60398597214614e-55,1.70611564415828e-52,"HGNC:20149","PTGR2",145482,145482,TRUE
"31","RPS27",2.1279780440496,2.1279780440496,5.84969613912e-55,1.74381879280558e-52,"HGNC:10416","RPS27",6232,6232,TRUE
"32","GPM6B",3.08907486985222,3.08907486985222,1.00270769475304e-54,2.92811110290229e-52,"HGNC:4461","GPM6B",2824,2824,TRUE
"33","ADD3",2.18240011387351,2.18240011387351,1.15057403430598e-54,3.29271277137685e-52,"HGNC:245","ADD3",120,120,TRUE
"34","PGM5",2.42984830284787,2.42984830284787,1.42757455470053e-54,4.00532633396272e-52,"HGNC:8908","PGM5",5239,5239,TRUE
"35","SERF2",2.02035908701947,2.02035908701947,4.43297019341016e-54,1.21983404802896e-51,"HGNC:10757","SERF2",10169,10169,TRUE
"36","KIF5B",2.29465618248582,2.29465618248582,1.74725329373462e-53,4.71725422265069e-51,"HGNC:6324","KIF5B",3799,3799,TRUE
"37","ATP5F1E",2.14388618586172,2.14388618586172,2.68918796703568e-53,7.12585011487289e-51,"HGNC:838","ATP5F1E",514,514,TRUE
"38","RAB21",2.03768666936105,2.03768666936105,3.29293480143533e-53,8.56701892249784e-51,"HGNC:18263","RAB21",23011,23011,TRUE
"39","GMFB",2.52246622678269,2.52246622678269,9.52271801420329e-53,2.39053635202167e-50,"HGNC:4373","GMFB",2764,2764,TRUE
"40","RSRP1",-2.23058903405527,-2.23058903405527,1.81035591797921e-52,4.46627290178698e-50,"HGNC:25234","RSRP1",57035,57035,TRUE
"41","PAQR8",3.01206119980296,3.01206119980296,2.51645786489473e-52,6.103050099793e-50,"HGNC:15708","PAQR8",85315,85315,TRUE
"42","MLLT6",2.44043961674934,2.44043961674934,2.83506388664516e-51,6.65031625475502e-49,"HGNC:7138","MLLT6",4302,4302,TRUE
"43","SSPN",2.12539562403237,2.12539562403237,9.32202963525425e-51,2.08420190704458e-48,"HGNC:11322","SSPN",8082,8082,TRUE
"44","RPL30",1.95815671390207,1.95815671390207,1.01256824621966e-50,2.22905215925495e-48,"HGNC:10333","RPL30",6156,6156,TRUE
"45","NIBAN2",2.28484310192618,2.28484310192618,1.20792097417655e-50,2.57972257007347e-48,"HGNC:25282","NIBAN2",64855,64855,TRUE
"46","RPL32",2.04202873095135,2.04202873095135,2.80511397692262e-50,5.90270233761556e-48,"HGNC:10336","RPL32",6161,6161,TRUE
"47","MAP2",2.29994569366557,2.29994569366557,4.38750116768316e-50,8.96867917262548e-48,"HGNC:6839","MAP2",4133,4133,TRUE
"48","MT-CO1",2.71507739251261,2.71507739251261,6.14535228504889e-50,1.23850487108119e-47,"HGNC:7419","MT-CO1",4512,4512,TRUE
"49","UBA52",2.09832624907936,2.09832624907936,1.12213918694986e-49,2.19954652411857e-47,"HGNC:12458","UBA52",7311,7311,TRUE
"50","CDYL",2.23415300517326,2.23415300517326,1.83929118292794e-49,3.55654291033998e-47,"HGNC:1811","CDYL",9425,9425,TRUE
"51","EPAS1",2.13027316216421,2.13027316216421,2.49340049820127e-49,4.75707569716827e-47,"HGNC:3374","EPAS1",2034,2034,TRUE
"52","WWTR1",2.41496449125843,2.41496449125843,4.59879608971251e-49,8.65844384838109e-47,"HGNC:24042","WWTR1",25937,25937,TRUE
"53","CAMK2A",2.54644827568364,2.54644827568364,6.35369623584688e-49,1.18071479790562e-46,"HGNC:1460","CAMK2A",815,815,TRUE
"54","NUDT3",2.00471540990958,2.00471540990958,8.37886713469065e-49,1.51763556747201e-46,"HGNC:8050","NUDT3",11165,11165,TRUE
"55","ZC3H7B",2.17881596301092,2.17881596301092,1.26327928683823e-48,2.25953291442104e-46,"HGNC:30869","ZC3H7B",23264,23264,TRUE
"56","RPS23",1.98118781539954,1.98118781539954,1.72551240278966e-48,3.04819221870583e-46,"HGNC:10410","RPS23",6228,6228,TRUE
"57","RPL21",1.88088831983026,1.88088831983026,2.61617887900218e-48,4.5652321438588e-46,"HGNC:10313","RPL21",6144,6144,TRUE
"58","KANK2",2.39839777063969,2.39839777063969,7.94294874860183e-48,1.35304349575885e-45,"HGNC:29300","KANK2",25959,25959,TRUE
"59","ERBIN",2.37042775457737,2.37042775457737,9.79353835429459e-48,1.64865576837178e-45,"HGNC:15842","ERBIN",55914,55914,TRUE
"60","COPS9",1.90790165307411,1.90790165307411,1.6095536778216e-47,2.67803529952899e-45,"HGNC:21314","COPS9",150678,150678,TRUE
"61","SH3PXD2A",2.4583863977198,2.4583863977198,2.23621393261119e-47,3.67792932893489e-45,"HGNC:23664","SH3PXD2A",9644,9644,TRUE
"62","SHANK1",3.31337376331057,3.31337376331057,2.5977679724944e-47,4.17656875487892e-45,"HGNC:15474","SHANK1",50944,50944,TRUE
"63","MAP1A",2.46448234946838,2.46448234946838,9.68899553377545e-47,1.50695475100862e-44,"HGNC:6835","MAP1A",4130,4130,TRUE
"64","RPL35",2.15120921055393,2.15120921055393,2.08165094702293e-46,3.20283262375818e-44,"HGNC:10344","RPL35",11224,11224,TRUE
"65","DOK6",2.14551285781959,2.14551285781959,2.44206963418148e-46,3.71740153143646e-44,"HGNC:28301","DOK6",220164,220164,TRUE
"66","RPL27A",2.02164685146013,2.02164685146013,2.61609785442474e-46,3.9403941262067e-44,"HGNC:10329","RPL27A",6157,6157,TRUE
"67","TLE5",1.80265335956794,1.80265335956794,3.49780844466278e-46,5.21355635777914e-44,"HGNC:307","TLE5",166,166,TRUE
"68","CREBRF",1.89868046195167,1.89868046195167,4.40551725207619e-46,6.49881921236683e-44,"HGNC:24050","CREBRF",153222,153222,TRUE
"69","MCMDC2",1.92920893612845,1.92920893612845,4.79454965839262e-46,7.00053174101429e-44,"HGNC:26368","MCMDC2",157777,157777,TRUE
"70","RPSA",2.39304826781421,2.39304826781421,5.04585700665591e-46,7.29304726345852e-44,"HGNC:6502","RPSA",3921,3921,TRUE
"71","SPTBN2",2.29312131478565,2.29312131478565,6.75353842444003e-46,9.66363813153124e-44,"HGNC:11276","SPTBN2",6712,6712,TRUE
"72","ANKRD40",2.07347731367896,2.07347731367896,2.27206316380779e-45,3.21890611989363e-43,"HGNC:28233","ANKRD40",91369,91369,TRUE
"73","RPL29",1.87351432782539,1.87351432782539,3.67808762284749e-45,5.06055344185815e-43,"HGNC:10331","RPL29",6159,6159,TRUE
"74","ZNF106",2.01226361744604,2.01226361744604,5.82322923206416e-45,7.86081010203831e-43,"HGNC:12886","ZNF106",64397,64397,TRUE
"75","RASL10B",2.59077374238676,2.59077374238676,2.68793147546667e-44,3.52858820939932e-42,"HGNC:30295","RASL10B",91608,91608,TRUE
"76","MT-CO2",2.89546923351597,2.89546923351597,3.60235817646193e-44,4.64379667990935e-42,"HGNC:7421","MT-CO2",4513,4513,TRUE
"77","HIPK1",1.86065027514533,1.86065027514533,5.80549226034008e-44,7.30561665954942e-42,"HGNC:19006","HIPK1",204851,204851,TRUE
"78","TTYH1",2.04404509211072,2.04404509211072,5.97779867940209e-44,7.43794098291865e-42,"HGNC:13476","TTYH1",57348,57348,TRUE
"79","PNPLA8",2.02417927531145,2.02417927531145,7.09086014575428e-44,8.74682050220672e-42,"HGNC:28900","PNPLA8",50640,50640,TRUE
"80","DNAL1",1.98328533581465,1.98328533581465,1.23085710950158e-43,1.48002809914774e-41,"HGNC:23247","DNAL1",83544,83544,TRUE
"81","NF2",1.80585693336826,1.80585693336826,1.25697875231184e-43,1.49884241390251e-41,"HGNC:7773","NF2",4771,4771,TRUE
"82","CLIC4",2.32840784359157,2.32840784359157,1.59266736929267e-43,1.88342788324039e-41,"HGNC:13518","CLIC4",25932,25932,TRUE
"83","ANP32E",1.97878112944967,1.97878112944967,3.03882213064331e-43,3.53516307864838e-41,"HGNC:16673","ANP32E",81611,81611,TRUE
"84","IQSEC3",2.15351833735203,2.15351833735203,4.87648933259498e-43,5.58221486880812e-41,"HGNC:29193","IQSEC3",440073,440073,TRUE
"85","MTSS2",2.45487642689662,2.45487642689662,5.24048930223403e-43,5.9512826528307e-41,"HGNC:25094","MTSS2",92154,92154,TRUE
"86","RPS25",1.89693573373718,1.89693573373718,1.06058322798543e-42,1.17642522552276e-40,"HGNC:10413","RPS25",6230,6230,TRUE
"87","RNF10",1.85449826975012,1.85449826975012,1.30346146695374e-42,1.42375802523977e-40,"HGNC:10055","RNF10",9921,9921,TRUE
"88","FTL",2.0822006733302,2.0822006733302,1.31394051632624e-42,1.42433142788729e-40,"HGNC:3999","FTL",2512,2512,TRUE
"89","PANX2",2.28540799133965,2.28540799133965,1.53732277341335e-42,1.63700854816044e-40,"HGNC:8600","PANX2",56666,56666,TRUE
"90","COX6C",1.67638238326148,1.67638238326148,1.54445561535858e-42,1.63700854816044e-40,"HGNC:2285","COX6C",1345,1345,TRUE
"91","RPS3A",1.88026155890821,1.88026155890821,4.15921880718574e-42,4.37604867000153e-40,"HGNC:10421","RPS3A",6189,6189,TRUE
"92","BAG1",1.9532208082867,1.9532208082867,4.91938266875855e-42,5.13806179615081e-40,"HGNC:937","BAG1",573,573,TRUE
"93","SRCIN1",2.46377762389983,2.46377762389983,6.79295439879247e-42,7.04350612263199e-40,"HGNC:29506","SRCIN1",80725,80725,TRUE
"94","SH3BGRL",2.80788363002077,2.80788363002077,7.74752808945344e-42,7.9754949231647e-40,"HGNC:10823","SH3BGRL",6451,6451,TRUE
"95","WNK1",1.91406392118165,1.91406392118165,1.21271942140419e-41,1.23069519155124e-39,"HGNC:14540","WNK1",65125,65125,TRUE
"96","CENPB",2.2564898596606,2.2564898596606,1.57057539286555e-41,1.5826312180643e-39,"HGNC:1852","CENPB",1059,1059,TRUE
"97","MT3",1.88071949969704,1.88071949969704,2.34806002937327e-41,2.33322159446542e-39,"HGNC:7408","MT3",4504,4504,TRUE
"98","STOX2",1.92026437190362,1.92026437190362,2.49595786811157e-41,2.46308007826265e-39,"HGNC:25450","STOX2",56977,56977,TRUE
"99","RPS2",2.36708401301603,2.36708401301603,3.07053260340627e-41,3.00933226179043e-39,"HGNC:10404","RPS2",6187,6187,TRUE
"100","COA5",1.80245554787082,1.80245554787082,5.20306601149253e-41,4.96337810389644e-39,"HGNC:33848","COA5",493753,493753,TRUE
"101","PPP1R3C",2.15077162598968,2.15077162598968,6.80637871719442e-41,6.40739954370625e-39,"HGNC:9293","PPP1R3C",5507,5507,TRUE
"102","EEF1B2",2.02323566556581,2.02323566556581,8.14930524042409e-41,7.62146461994957e-39,"HGNC:3208","EEF1B2",1933,1933,TRUE
"103","SNPH",2.5403374516955,2.5403374516955,8.25784397877386e-41,7.67282399300488e-39,"HGNC:15931","SNPH",9751,9751,TRUE
"104","HMGN1",2.43667364440109,2.43667364440109,1.3003104461173e-40,1.19270142137772e-38,"HGNC:4984","HMGN1",3150,3150,TRUE
"105","DZIP1",2.17493053351889,2.17493053351889,1.57201049816063e-40,1.43273237058474e-38,"HGNC:20908","DZIP1",22873,22873,TRUE
"106","RPS27A",1.93939423579252,1.93939423579252,2.64450732166392e-40,2.36501595410557e-38,"HGNC:10417","RPS27A",6233,6233,TRUE
"107","CCND2",2.53368372503069,2.53368372503069,4.32962004689139e-40,3.80076891110239e-38,"HGNC:1583","CCND2",894,894,TRUE
"108","SLC39A1",2.17894370129769,2.17894370129769,1.16422395303844e-39,1.00354702072452e-37,"HGNC:12876","SLC39A1",27173,27173,TRUE
"109","RPL35A",1.86589480070079,1.86589480070079,1.58778016989314e-39,1.36045188329347e-37,"HGNC:10345","RPL35A",6165,6165,TRUE
"110","AKT3",1.73214860047684,1.73214860047684,2.827266970941e-39,2.40805732661874e-37,"HGNC:393","AKT3",10000,10000,TRUE
"111","RPS24",1.86948291441345,1.86948291441345,1.58553161121902e-38,1.33455128381958e-36,"HGNC:10411","RPS24",6229,6229,TRUE
"112","EIF2AK2",1.97193891179322,1.97193891179322,1.73194011555052e-38,1.44925912943932e-36,"HGNC:9437","EIF2AK2",5610,5610,TRUE
"113","EMX2",2.52001567121327,2.52001567121327,2.31778653713353e-38,1.91706402080022e-36,"HGNC:3341","EMX2",2018,2018,TRUE
"114","RPL18A",1.84619927358658,1.84619927358658,2.44038416966704e-38,2.00686534964171e-36,"HGNC:10311","RPL18A",6142,6142,TRUE
"115","PABPC4",1.87521947179208,1.87521947179208,1.36074894391102e-37,1.10005404736852e-35,"HGNC:8557","PABPC4",8761,8761,TRUE
"116","S100B",2.15887880444157,2.15887880444157,1.48348972814798e-37,1.19254238876794e-35,"HGNC:10500","S100B",6285,6285,TRUE
"117","RPLP0",2.04914899218588,2.04914899218588,2.01454233991052e-37,1.61039588501562e-35,"HGNC:10371","RPLP0",6175,6175,TRUE
"118","MT-ATP8",3.90608221115257,3.90608221115257,4.89686947002588e-37,3.82892378396723e-35,"HGNC:7415","MT-ATP8",4509,4509,TRUE
"119","PALM",2.34787292107294,2.34787292107294,5.17443185704542e-37,4.02396442622081e-35,"HGNC:8594","PALM",5064,5064,TRUE
"120","SETBP1",1.8079613896623,1.8079613896623,6.5351338976863e-37,5.05466113199964e-35,"HGNC:15573","SETBP1",26040,26040,TRUE
"121","DDN",2.6803873180119,2.6803873180119,7.23595571018182e-37,5.56662850844041e-35,"HGNC:24458","DDN",23109,23109,TRUE
"122","CHPT1",1.91512619423679,1.91512619423679,1.00975318709385e-36,7.72650179365018e-35,"HGNC:17852","CHPT1",56994,56994,TRUE
"123","NBL1",1.83227470184195,1.83227470184195,1.08385088063505e-36,8.11980222565805e-35,"HGNC:7650","NBL1",4681,4681,TRUE
"124","RND2",2.07780932347215,2.07780932347215,1.22014522883911e-36,9.04614408262114e-35,"HGNC:18315","RND2",8153,8153,TRUE
"125","DLGAP3",2.22424641442126,2.22424641442126,1.26175324961588e-36,9.30640579832663e-35,"HGNC:30368","DLGAP3",58512,58512,TRUE
"126","EPS15",1.63153054643358,1.63153054643358,1.60238662936872e-36,1.17582309126344e-34,"HGNC:3419","EPS15",2060,2060,TRUE
"127","RPL23",1.68697187513397,1.68697187513397,2.40069999714442e-36,1.72621187231857e-34,"HGNC:10316","RPL23",9349,9349,TRUE
"128","GID4",1.57674996272868,1.57674996272868,2.58849819766172e-36,1.85194103551708e-34,"HGNC:28453","GID4",79018,79018,TRUE
"129","MT-ND4L",2.97475050498827,2.97475050498827,2.62668419543598e-36,1.86655138537373e-34,"HGNC:7460","MT-ND4L",4539,4539,TRUE
"130","PTPN11",2.09394236741389,2.09394236741389,2.99157106731089e-36,2.088116604983e-34,"HGNC:9644","PTPN11",5781,5781,TRUE
"131","LRRC58",1.97378122268668,1.97378122268668,3.27604081990567e-36,2.27557612097234e-34,"HGNC:26968","LRRC58",116064,116064,TRUE
"132","CCNI",2.13643522115751,2.13643522115751,3.32246454541119e-36,2.29667368020719e-34,"HGNC:1595","CCNI",10983,10983,TRUE
"133","GFAP",2.60473803608341,2.60473803608341,3.49678255124336e-36,2.4055510348914e-34,"HGNC:4235","GFAP",2670,2670,TRUE
"134","PTP4A2",1.69253112622574,1.69253112622574,3.57679864743464e-36,2.44882353330824e-34,"HGNC:9635","PTP4A2",8073,8073,TRUE
"135","TMEM229A",1.7405150470131,1.7405150470131,4.04213074894289e-36,2.74117767235184e-34,"HGNC:37279","TMEM229A",730130,730130,TRUE
"136","UACA",2.06563149993683,2.06563149993683,6.28157417776255e-36,4.21986126336171e-34,"HGNC:15947","UACA",55075,55075,TRUE
"137","SVIP",2.16084017404018,2.16084017404018,9.41802221295752e-36,6.29731214229949e-34,"HGNC:25238","SVIP",258010,258010,TRUE
"138","PAK6",2.21144729683949,2.21144729683949,1.04565299743678e-35,6.95918546061531e-34,"HGNC:16061","PAK6",56924,56924,TRUE
"139","RPL36A",1.86410830791167,1.86410830791167,1.43017220520566e-35,9.47422874272584e-34,"HGNC:10359","RPL36A",6173,6173,TRUE
"140","APC",2.28598026050292,2.28598026050292,1.63416086982935e-35,1.07756718370452e-33,"HGNC:583","APC",324,324,TRUE
"141","TMEM151B",2.76017418415387,2.76017418415387,3.04938499707328e-35,2.00154357445511e-33,"HGNC:21315","TMEM151B",441151,441151,TRUE
"142","ATP5ME",1.64771906460919,1.64771906460919,4.11509274938362e-35,2.68871516670914e-33,"HGNC:846","ATP5ME",521,521,TRUE
"143","AMOT",2.46035549454607,2.46035549454607,4.15651866267033e-35,2.70343752473408e-33,"HGNC:17810","AMOT",154796,154796,TRUE
"144","MYH14",2.51812954291811,2.51812954291811,5.80848714001459e-35,3.76079830255515e-33,"HGNC:23212","MYH14",79784,79784,TRUE
"145","TTBK1",2.14484688386432,2.14484688386432,7.22866018481444e-35,4.61762940109419e-33,"HGNC:19140","TTBK1",84630,84630,TRUE
"146","YBX1",2.0148325478068,2.0148325478068,1.16430583589162e-34,7.40446764701031e-33,"HGNC:8014","YBX1",4904,4904,TRUE
"147","FAU",1.73877920925276,1.73877920925276,1.21984404612827e-34,7.68931650046232e-33,"HGNC:3597","FAU",2197,2197,TRUE
"148","SH3GLB1",1.51805517167965,1.51805517167965,2.64997468545646e-34,1.65582916044526e-32,"HGNC:10833","SH3GLB1",51100,51100,TRUE
"149","PLEKHB1",2.02518703619303,2.02518703619303,3.92568368408587e-34,2.42123309636141e-32,"HGNC:19079","PLEKHB1",58473,58473,TRUE
"150","RPL31",1.74658759247058,1.74658759247058,3.99714281752328e-34,2.45472603330217e-32,"HGNC:10334","RPL31",6160,6160,TRUE
"151","DACT3",2.21997365072441,2.21997365072441,5.3180555421108e-34,3.25196823726767e-32,"HGNC:30745","DACT3",147906,147906,TRUE
"152","RPS18",1.82175382399908,1.82175382399908,7.34776259561024e-34,4.45504809239775e-32,"HGNC:10401","RPS18",6222,6222,TRUE
"153","RPS17",1.88760584565511,1.88760584565511,7.89244512261369e-34,4.76510536959828e-32,"HGNC:10397","RPS17",6218,6218,TRUE
"154","PURB",1.59971707801767,1.59971707801767,1.36672625610612e-33,8.14853583275933e-32,"HGNC:9702","PURB",5814,5814,TRUE
"155","PLEKHB2",1.59351398128923,1.59351398128923,1.59149377211565e-33,9.44924663286424e-32,"HGNC:19236","PLEKHB2",55041,55041,TRUE
"156","SC5D",1.64713312489125,1.64713312489125,2.64156216107961e-33,1.55547789970733e-31,"HGNC:10547","SC5D",6309,6309,TRUE
"157","CBX5",1.68431163641342,1.68431163641342,2.80136520910638e-33,1.63611162355523e-31,"HGNC:1555","CBX5",23468,23468,TRUE
"158","GNG10",1.5470941124871,1.5470941124871,3.16849100754586e-33,1.82814265431346e-31,"HGNC:4402","GNG10",2790,2790,TRUE
"159","MAP3K10",2.0994004882983,2.0994004882983,3.51087173763481e-33,2.01755275878781e-31,"HGNC:6849","MAP3K10",4294,4294,TRUE
"160","RPS8",1.53797010741253,1.53797010741253,3.56491543377522e-33,2.04041499767558e-31,"HGNC:10441","RPS8",6202,6202,TRUE
"161","ECHDC1",2.36396484946329,2.36396484946329,4.45550429489189e-33,2.52991313315905e-31,"HGNC:21489","ECHDC1",55862,55862,TRUE
"162","PREX2",1.79028319207774,1.79028319207774,4.93834584369273e-33,2.78199963296848e-31,"HGNC:22950","PREX2",80243,80243,TRUE
"163","COX6A1",1.98230107319903,1.98230107319903,5.8606381244458e-33,3.26302999699202e-31,"HGNC:2277","COX6A1",1337,1337,TRUE
"164","UQCR11",1.62388840282279,1.62388840282279,1.2148009575983e-32,6.71142351439152e-31,"HGNC:30862","UQCR11",10975,10975,TRUE
"165","SLC25A23",2.02363803655934,2.02363803655934,1.75018065266282e-32,9.55852479349322e-31,"HGNC:19375","SLC25A23",79085,79085,TRUE
"166","GLO1",1.62765988551636,1.62765988551636,2.86096844639184e-32,1.53900742479026e-30,"HGNC:4323","GLO1",2739,2739,TRUE
"167","GNA12",1.7705728085112,1.7705728085112,3.71938664900408e-32,1.99328477755054e-30,"HGNC:4380","GNA12",2768,2768,TRUE
"168","UQCRQ",1.61653995594273,1.61653995594273,5.12668128630912e-32,2.72705139501105e-30,"HGNC:29594","UQCRQ",27089,27089,TRUE
"169","SCN3B",-1.72880387620769,-1.72880387620769,5.72415315218175e-32,3.03358916498402e-30,"HGNC:20665","SCN3B",55800,55800,TRUE
"170","AGL",1.43099220315719,1.43099220315719,6.40419408225651e-32,3.3814617388564e-30,"HGNC:321","AGL",178,178,TRUE
"171","RPL26",1.83539302206234,1.83539302206234,7.37604325577146e-32,3.86607336801589e-30,"HGNC:10327","RPL26",6154,6154,TRUE
"172","GDF11",1.9625614553138,1.9625614553138,7.68937302736679e-32,4.01559265140845e-30,"HGNC:4216","GDF11",10220,10220,TRUE
"173","SHANK2",1.70536620584476,1.70536620584476,8.03658934261088e-32,4.16650568490649e-30,"HGNC:14295","SHANK2",22941,22941,TRUE
"174","JPH3",1.68006985124758,1.68006985124758,8.20591719794129e-32,4.23893390560801e-30,"HGNC:14203","JPH3",57338,57338,TRUE
"175","SFXN5",2.19055468686109,2.19055468686109,1.10486612207845e-31,5.6868810578491e-30,"HGNC:16073","SFXN5",94097,94097,TRUE
"176","RPL14",1.73336155155307,1.73336155155307,1.30157862422364e-31,6.67537223441435e-30,"HGNC:10305","RPL14",9045,9045,TRUE
"177","CEP19",1.88649389016964,1.88649389016964,1.47492211691915e-31,7.53737877535578e-30,"HGNC:28209","CEP19",84984,84984,TRUE
"178","RPS15",1.92114449935547,1.92114449935547,1.66565591577398e-31,8.48180444797506e-30,"HGNC:10388","RPS15",6209,6209,TRUE
"179","RPL34",1.68003971043621,1.68003971043621,1.69701030890091e-31,8.61082287590893e-30,"HGNC:10340","RPL34",6164,6164,TRUE
"180","ARL2BP",1.66093790713907,1.66093790713907,2.2181357419862e-31,1.12153018841274e-29,"HGNC:17146","ARL2BP",23568,23568,TRUE
"181","BRSK1",2.21103590449384,2.21103590449384,2.35959258987243e-31,1.18885247776354e-29,"HGNC:18994","BRSK1",84446,84446,TRUE
"182","PPP1R9B",2.38785364663839,2.38785364663839,2.92778827458413e-31,1.46995517266752e-29,"HGNC:9298","PPP1R9B",84687,84687,TRUE
"183","MARCHF2",1.81962964013042,1.81962964013042,3.67572660894073e-31,1.83902000165499e-29,"HGNC:28038","MARCHF2",51257,51257,TRUE
"184","UQCR10",1.56250489187579,1.56250489187579,4.50468369913613e-31,2.23810830037982e-29,"HGNC:30863","UQCR10",29796,29796,TRUE
"185","KLHL23",1.54337131535745,1.54337131535745,6.36945406643067e-31,3.15365115005386e-29,"HGNC:27506","KLHL23",151230,151230,TRUE
"186","IRAK1",1.46853922200204,1.46853922200204,7.45921641687459e-31,3.68048026582961e-29,"HGNC:6112","IRAK1",3654,3654,TRUE
"187","MT-ND2",3.18258174245202,3.18258174245202,1.00679958604229e-30,4.9001004342446e-29,"HGNC:7456","MT-ND2",4536,4536,TRUE
"188","PPDPF",1.4507412452006,1.4507412452006,1.04675098274757e-30,5.07727451258811e-29,"HGNC:16142","PPDPF",79144,79144,TRUE
"189","ACBD5",1.79912315021274,1.79912315021274,1.05350309561746e-30,5.09276209296969e-29,"HGNC:23338","ACBD5",91452,91452,TRUE
"190","DBI",1.70760486736611,1.70760486736611,1.14262549898437e-30,5.50499268180719e-29,"HGNC:2690","DBI",1622,1622,TRUE
"191","RPS4X",1.67828384259703,1.67828384259703,1.3079534998453e-30,6.28037135210955e-29,"HGNC:10424","RPS4X",6191,6191,TRUE
"192","RPL19",1.70838994623302,1.70838994623302,1.39243373330191e-30,6.66365695311605e-29,"HGNC:10312","RPL19",6143,6143,TRUE
